hash Default $G^1_4$ $G^1_5$ AF 
0.81 0.809834253295 0.937910305015 0.941504585173 0.975916226466
0.812 0.811833844044 0.939156607966 0.942631872045 0.976218484577
0.814 0.813833434792 0.940385624722 0.943743639332 0.976519443136
0.816 0.815833025541 0.941597510022 0.944840093501 0.976819110608
0.818 0.81783261629 0.942792420406 0.94592144027 0.977117495278
0.82 0.819832207039 0.943970513995 0.946987884353 0.977414605423
0.822 0.821831797788 0.945131950461 0.948039629329 0.977710449078
0.824 0.823831388537 0.946276890878 0.949076877524 0.978005034334
0.826 0.825830979286 0.947405497599 0.950099829867 0.978298369348
0.828 0.827830570035 0.948517934219 0.95110868573 0.978590461861
0.83 0.829830160783 0.949614365346 0.952103642821 0.978881319956
0.832 0.831829751532 0.950694956601 0.953084897013 0.979170951324
0.834 0.833829342281 0.951759874448 0.954052642299 0.979459363625
0.836 0.83582893303 0.95280928602 0.955007070491 0.979746564693
0.838 0.837828523779 0.953843359108 0.955948371293 0.980032562089
0.84 0.839828114528 0.954862262023 0.956876732109 0.980317363411
0.842 0.841827705277 0.95586616339 0.957792337818 0.980600976053
0.844 0.843827296026 0.956855232143 0.958695370872 0.980883407481
0.846 0.845826886774 0.957829637333 0.959586010964 0.981164665171
0.848 0.847826477523 0.95878954803 0.960464435097 0.981444756207
0.85 0.849826068272 0.959735133233 0.961330817409 0.981723688029
0.852 0.851825659021 0.960666561703 0.962185329044 0.982001467746
0.854 0.85382524977 0.961584001868 0.963028138128 0.982278102409
0.856 0.855824840519 0.962487621744 0.963859409652 0.982553599241
0.858 0.857824431268 0.963377588747 0.964679305374 0.982827965099
0.86 0.859824022017 0.964254069582 0.965487983721 0.983101206931
0.862 0.861823612765 0.965117230279 0.966285599851 0.98337333181
0.864 0.863823203514 0.965967235856 0.96707230541 0.983644346465
0.866 0.865822794263 0.96680425029 0.967848248481 0.98391425763
0.868 0.867822385012 0.967628436482 0.968613573667 0.984183072069
0.87 0.869821975761 0.96843995604 0.969368421903 0.984450796482
0.872 0.87182156651 0.969238969246 0.970112930469 0.984717437454
0.874 0.873821157259 0.970025634901 0.970847232942 0.984983001573
0.876 0.875820748008 0.970800110189 0.971571459069 0.985247495265
0.878 0.877820338756 0.971562550677 0.972285734908 0.985510925072
0.88 0.879819929505 0.972313110071 0.972990182589 0.985773297427
0.882 0.881819520254 0.973051940234 0.973684920455 0.986034618617
0.884 0.883819111003 0.973779191052 0.974370063011 0.986294894972
0.886 0.885818701752 0.974495010294 0.975045720828 0.986554132738
0.888 0.887818292501 0.975199543527 0.975712000604 0.986812338136
0.89 0.88981788325 0.975892934052 0.976369005138 0.987069517397
0.892 0.891817473999 0.976575322819 0.977016833367 0.987325676474
0.894 0.893817064747 0.977246848273 0.977655580309 0.987580821433
0.896 0.895816655496 0.977907646355 0.978285337148 0.987834958461
0.898 0.897816246245 0.978557850352 0.978906191178 0.988088093344
0.9 0.899815836994 0.979197590823 0.979518225883 0.988340232058
0.902 0.901815427743 0.979826995582 0.980121520965 0.988591380447
0.904 0.903815018492 0.980446189504 0.98071615227 0.988841544344
0.906 0.905814609241 0.981055294648 0.98130219206 0.989090729597
0.908 0.90781419999 0.981654429966 0.98187970878 0.989338941867
0.91 0.909813790739 0.982243711379 0.982448767273 0.989586186917
0.912 0.911813381487 0.982823251686 0.983009428806 0.989832470286
0.914 0.913812972236 0.983393160496 0.983561751081 0.99007779766
0.916 0.915812562985 0.983953544173 0.984105788355 0.990322174504
0.918 0.917812153734 0.984504505816 0.984641591471 0.990565606431
0.92 0.919811744483 0.985046145188 0.985169207923 0.990808098718
0.922 0.921811335232 0.985578558691 0.985688681964 0.991049657024
0.924 0.923810925981 0.986101839262 0.986200054602 0.991290286734
0.926 0.92581051673 0.986616076547 0.986703363859 0.991529992998
0.928 0.927810107478 0.987121356602 0.987198644634 0.991768781306
0.93 0.929809698227 0.987617762032 0.987685928923 0.992006656846
0.932 0.931809288976 0.988105371977 0.988165245913 0.992243624868
0.934 0.933808879725 0.988584262032 0.988636622006 0.992479690412
0.936 0.935808470474 0.989054504304 0.989100081008 0.992714858839
0.938 0.937808061223 0.989516167377 0.989555644154 0.992949135175
0.94 0.939807651972 0.989969316321 0.99000333024 0.993182524438
0.942 0.941807242721 0.990414012721 0.990443155764 0.993415031671
0.944 0.943806833469 0.99085031466 0.990875134954 0.993646661907
0.946 0.945806424218 0.991278276747 0.991299279921 0.99387741999
0.948 0.947806014967 0.991697950261 0.991715600881 0.994107311068
0.95 0.949805605716 0.992109382971 0.992124106039 0.994336339781
0.952 0.951805196465 0.992512619333 0.992524801862 0.994564511138
0.954 0.953804787214 0.992907700502 0.992917693169 0.994791829834
0.956 0.955804377963 0.993294664368 0.993302783227 0.995018300589
0.958 0.957803968712 0.99367354563 0.993680073867 0.995243928351
0.96 0.95980355946 0.994044375874 0.994049565619 0.995468717607
0.962 0.961803150209 0.994407183617 0.994411257785 0.995692673173
0.964 0.963802740958 0.994761994421 0.994765148611 0.995915799528
0.966 0.965802331707 0.995108830962 0.995111235341 0.996138101476
0.968 0.967801922456 0.995447713091 0.995449514327 0.996359583343
0.97 0.969801513205 0.995778658087 0.995779981264 0.996580249816
0.972 0.971801103954 0.996101680551 0.996102631097 0.996800105367
0.974 0.973800694703 0.996416792674 0.996417458255 0.997019154392
0.976 0.975800285451 0.99672400431 0.996724456708 0.997237401412
0.978 0.9777998762 0.997023323133 0.997023620085 0.99745485084
0.98 0.979799466949 0.997314754759 0.997314941746 0.997671506875
0.982 0.981799057698 0.997598302914 0.997598414882 0.997887373933
0.984 0.983798648447 0.99787396958 0.997874032587 0.998102456399
0.986 0.985798239196 0.998141755171 0.99814178794 0.998316758372
0.988 0.987797829945 0.998401658703 0.998401674076 0.998530284386
0.99 0.989797420694 0.998653677956 0.99865368422 0.998743038334
0.992 0.991797011442 0.998897809784 0.998897811864 0.998955024573
0.994 0.993796602191 0.999134050134 0.999134050634 0.999166247174
0.996 0.99579619294 0.999362394385 0.999362394451 0.999376710314
0.998 0.997795783689 0.999582837536 0.999582837538 0.999586418038
1.0 0.999795374438 0.999795374438 0.999795374438 0.999795374438
